Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0003514,sqh,X,-,6223061,6225140,16.3346,26.849756,37.729172
FBgn0262730,dtn,X,+,6225647,6236218,0.395339,0.476895,0.670131
FBgn0029851,CG14445,X,+,6237315,6240558,0,0,0
FBgn0023458,Rbcn-3A,X,-,6240745,6255487,1.361702,1.581614,2.222477
FBgn0015818,Spx,X,+,6255822,6257596,2.434571,2.827749,3.973541
FBgn0040918,schlank,X,-,6257668,6267228,3.26337,3.790397,5.326251
FBgn0029853,CG3781,X,+,6261169,6262119,26.06835,30.278332,42.546989
FBgn0028982,Spt6,X,+,6267797,6274984,1.261434,1.465153,2.058827
FBgn0029854,CG3566,X,-,6274972,6276724,2.086497,6.814977,9.576378
FBgn0086558,Ubi-p5E,X,-,6276876,6279647,119.415863,173.014618,243.119446
FBgn0267086,lncRNA:CR45530,X,+,6279680,6280012,0,0,0
FBgn0052745,CR32745,X,-,6280233,6280752,4.53271,5.264733,7.397982
FBgn0029856,CG11700,X,-,6282037,6283575,8.829662,10.255634,14.411175
FBgn0026015,Top3beta,X,-,6284138,6287990,3.267806,3.79555,5.333491
FBgn0029857,wuho,X,+,6288100,6289562,0.973217,1.130389,1.588419
FBgn0028685,Rpt4,X,-,6289470,6291245,15.910706,18.480249,25.968374
FBgn0029858,mldr,X,+,6291303,6294177,2.050378,3.747709,5.266265
FBgn0029859,CG15892,X,-,6293106,6294343,354.708862,411.993561,578.931702
FBgn0029860,CG15891,X,-,6294517,6295345,20.463209,32.894241,46.222851
FBgn0029861,CG3815,X,+,6295389,6298970,4.9375,5.734896,8.058652
FBgn0043796,CG12219,X,-,6299054,6301285,5.857285,6.803224,9.559863
FBgn0250869,CG42240,X,+,6330842,6333028,0,0,0
FBgn0029866,CG3842,X,+,6337762,6343731,0.547997,1.432205,2.012528
FBgn0029867,CG3847,X,+,6347103,6349236,1.283037,1.490245,2.094086
FBgn0029868,ND-B16.6,X,-,6349016,6350401,30.448221,62.745319,88.169472
FBgn0261955,kdn,X,+,6350629,6361323,9.530144,39.465237,55.456394
FBgn0016974,swaPsi,X,-,6361496,6363310,72.37265,96.541855,135.660217
FBgn0003655,swa,X,-,6363418,6365708,2.283383,2.652144,3.726783
FBgn0029870,Marf,X,+,6365949,6370924,27.19989,31.697775,44.541588
FBgn0266051,lncRNA:CR44816,X,-,6370578,6371026,0,0,0
FBgn0003139,PpV,X,-,6371065,6372915,1.128955,1.311279,1.842604
FBgn0053664,CG33664,X,+,6384220,6384899,72.112389,83.758385,117.696945
FBgn0053669,CG33669,X,-,6399455,6400100,172.21431,200.02655,281.076477
FBgn0053668,CG33668,X,-,6418760,6419434,179.173523,208.109665,292.434845
FBgn0259242,CG42340,X,-,6423123,6524323,0.088337,0.153104,0.215141
FBgn0053667,CG33667,X,-,6471673,6472378,120.62632,140.107224,196.878082
FBgn0053666,CG33666,X,-,6476243,6476967,105.002121,121.95974,171.377335
FBgn0053665,CG33665,X,-,6478138,6478849,89.580521,104.047585,146.207245
FBgn0052748,tRNA:Phe-GAA-1-1,X,+,6516974,6517046,0,0,0
FBgn0029873,CG3918,X,+,6524464,6526342,6.830093,7.933138,11.147614
FBgn0029874,CG3342,X,-,6526106,6527888,0.544903,0.632904,0.889354
FBgn0014031,Spat,X,+,6528948,6530726,1.285816,1.493472,2.098622
FBgn0014026,RpL7A,X,-,6530897,6533348,31.903421,44.316341,62.273136
FBgn0065071,snoRNA:Or-CD10,X,-,6531635,6531701,0,0,0
FBgn0000524,dx,X,+,6533999,6538575,0.661442,0.768263,1.079561
FBgn0085446,CG34417,X,+,6540771,6589173,1.233658,3.644384,5.121074
FBgn0029877,CG17717,X,+,6589290,6590646,156.621796,182.026657,255.783142
FBgn0029878,Pat1,X,+,6590776,6596954,1.469053,1.71372,2.408113
FBgn0264380,lncRNA:CR43832,X,-,6592533,6593069,0,0,0
FBgn0029881,pigs,X,+,6600062,6653015,2.570152,4.3342,6.0904
FBgn0029880,CG14443,X,+,6633959,6636169,0.390321,0.453357,0.637055
FBgn0266052,lncRNA:CR44817,X,+,6637123,6637548,0.305164,0.354447,0.498068
FBgn0029882,CG3226,X,-,6653113,6654248,49.40604,57.385014,80.637184
FBgn0028360,Cdc7,X,+,6654541,6659709,82.425392,95.736916,134.529129
FBgn0029885,CG3224,X,-,6660552,6661462,13.034078,15.139053,21.273336
FBgn0062413,Ctr1A,X,+,6661647,6668258,1.537665,3.791263,5.327467
FBgn0029887,CG3198,X,-,6668539,6673973,0.71277,0.827881,1.163335
FBgn0025815,Mcm6,X,+,6674387,6677176,3.015054,3.501979,4.920966
FBgn0029888,ND-ASHI,X,-,6677262,6679118,24.105492,54.886532,77.126335
FBgn0286222,Fum1,X,+,6678424,6681845,1.923828,2.473384,3.475589
FBgn0029890,Fum2,X,+,6681767,6683696,110.654961,128.525497,180.603516
FBgn0029891,Pink1,X,+,6683798,6687302,59.20546,87.951393,123.588943
FBgn0265362,CG44303,X,-,6686963,6687420,0.744994,0.865309,1.215929
FBgn0029892,CG3184,X,-,6687596,6688774,1.794741,2.084588,2.929254
FBgn0029893,CG14442,X,-,6689296,6695007,0.33389,0.448342,0.630008
FBgn0029894,CG14440,X,-,6695866,6698567,0.040711,0.073512,0.103299
FBgn0029895,CG14441,X,+,6699508,6719389,6.721352,10.271306,14.433199
FBgn0029896,CG3168,X,-,6720004,6739986,0.12538,0.356909,0.501526
FBgn0263415,lncRNA:CR43461,X,+,6732717,6735917,1.659817,1.927874,2.709041
FBgn0029897,RpL17,X,-,6741537,6744238,26.79178,41.953861,58.9534
FBgn0086602,snoRNA:Psi28S-3436b,X,-,6742349,6742491,0,0,0
FBgn0086668,snoRNA:Psi28S-3436a,X,-,6742686,6742826,0,0,0
FBgn0083013,snoRNA:Psi28S-1060,X,-,6742852,6743001,0,0,0
FBgn0082997,snoRNA:Psi28S-1232,X,-,6743675,6743815,0,0,0
FBgn0052740,tRNA:Phe-GAA-1-2,X,-,6744471,6744543,0,0,0
FBgn0266200,lncRNA:CR44895,X,+,6744879,6746423,2.684363,3.117882,4.381235
FBgn0266279,lncRNA:CR44964,X,-,6746399,6748020,0,0,0
FBgn0029898,CG14439,X,+,6747544,6755752,0,0,0
FBgn0029899,CG14438,X,+,6756322,6770712,0.429259,0.510204,0.716937
FBgn0263507,lncRNA:CR43496,X,-,6758610,6759491,0,0,0
FBgn0029502,COQ7,X,+,6771225,6773039,6.167964,7.164077,10.066932
FBgn0003390,shf,X,-,6771463,6779659,1.493318,1.740172,2.445283
FBgn0259228,C3G,X,-,6780790,6803593,0.778934,3.066526,4.30907
FBgn0029903,pod1,X,+,6803684,6813830,1.150704,1.668264,2.344238
FBgn0086693,iav,X,+,6813978,6818156,0,0,0
FBgn0029905,Nf-YC,X,-,6818178,6820919,0,0,0
FBgn0029906,xit,X,+,6821016,6822840,0.828659,0.962486,1.352481
FBgn0029907,Atx-1,X,+,6823204,6824203,1.026966,1.192819,1.676144
FBgn0263968,nonC,X,+,6824496,6838122,5.718294,7.026837,9.874083
FBgn0029909,mAChR-C,X,-,6831397,6832684,0,0,0
FBgn0029911,CG14435,X,-,6838174,6843921,2.841034,4.913231,6.904053
FBgn0029912,CG4557,X,+,6844341,6847847,8.395061,9.750845,13.701848
FBgn0029913,Cht11,X,-,6847877,6849517,0,0,0
FBgn0029914,CG4558,X,+,6849770,6851884,0.347518,0.403641,0.567195
FBgn0029915,CG14434,X,-,6851909,6867194,0,0,0
FBgn0267087,lncRNA:CR45531,X,+,6860339,6863235,0,0,0
FBgn0263993,CG43736,X,+,6863888,6881580,1.267433,4.681905,6.578994
FBgn0029922,CG14431,X,+,6908277,6968829,0.759501,0.882159,1.239606
FBgn0029920,CR4575,X,+,6950510,6951266,0,0,0
FBgn0052733,CR32733,X,+,6952336,6952809,0,0,0
FBgn0052732,CG32732,X,-,6958032,6968750,0,0,0
FBgn0029924,CG4586,X,+,6969918,6972265,0,0,0
FBgn0029925,CG3040,X,-,6972324,6973393,16.654205,19.343824,27.181862
FBgn0004646,ogre,X,-,6973620,6991318,2.453236,16.492395,23.175047
FBgn0264893,lncRNA:CR44084,X,+,6983971,6984498,0,0,0
FBgn0261284,bou,X,+,6986486,6987188,0.186344,0.216438,0.304138
FBgn0027106,Inx7,X,-,6991612,6993612,0,0,0
FBgn0027108,Inx2,X,+,6998672,7004151,0.908759,2.329095,3.272834
FBgn0000330,cm,X,-,7009006,7011145,1.60372,1.862717,2.617483
FBgn0052736,CG32736,X,+,7011357,7012137,0,0,0
FBgn0259204,CG42308,X,+,7011357,7012137,21.534683,27.115238,38.102222
FBgn0029928,CG3032,X,-,7012239,7013881,0,0,0
FBgn0029929,CG4593,X,+,7013887,7015009,2.617097,3.839868,5.395767
FBgn0029930,CG12541,X,-,7021608,7066052,0,0,0
FBgn0029931,CG14427,X,+,7040603,7041769,0,0,0
FBgn0004143,nullo,X,+,7049476,7050321,0,0,0
FBgn0029932,CG4607,X,+,7069413,7072689,0.38494,0.447107,0.628273
FBgn0264270,Sxl,X,-,7074550,7098053,0.433568,1.346952,1.892731
FBgn0263563,mir-4956,X,-,7085737,7085853,0.001017,0.001181,0.00166
FBgn0029935,CG4615,X,-,7098578,7102300,0.884947,1.027864,1.44435
FBgn0029936,CG4617,X,-,7102555,7104491,0.308961,0.358858,0.504265
FBgn0029937,CG8300,X,+,7104885,7106345,3.517365,4.085412,5.740804
FBgn0027342,fz4,X,-,7106272,7110321,1.489074,1.729556,2.430366
FBgn0267088,lncRNA:CR45532,X,-,7120374,7120741,0.404891,0.47028,0.660836
FBgn0029939,CG9650,X,+,7137723,7241932,0.058846,0.333172,0.468172
FBgn0047092,lncRNA:CR32730,X,-,7145600,7149850,0,0,0
FBgn0265457,lncRNA:CR44357,X,-,7166451,7405797,0,0,0
FBgn0029940,CG1958,X,+,7266904,7267883,212.635696,246.975906,347.04953
FBgn0029941,CG1677,X,-,7281089,7405797,4.759245,7.479453,10.510097
FBgn0029942,CG2059,X,+,7286358,7288117,17.747612,21.629864,30.394197
FBgn0025549,unc-119,X,-,7288367,7291298,3.555034,4.672294,6.565488
FBgn0024250,brk,X,+,7307939,7311132,0.023795,0.027638,0.038837
FBgn0029943,Atg5,X,-,7314622,7323770,0.669252,0.777335,1.092308
FBgn0029944,Dok,X,+,7324214,7328806,0.701463,0.814748,1.14488
FBgn0029945,CG18155,X,+,7329046,7331255,69.348312,80.547913,113.185608
FBgn0261848,CG42780,X,-,7331265,7332191,0,0,0
FBgn0026144,CBP,X,+,7337352,7342731,0,0,0
FBgn0029946,CG15034,X,-,7346259,7347506,153.359772,279.978058,393.424011
FBgn0029947,CG1999,X,+,7358796,7360058,408.662689,474.660858,666.991455
FBgn0029948,CheA7a,X,+,7378140,7378953,0,0,0
FBgn0261849,CG42781,X,-,7382733,7382990,27.562014,32.013218,44.984848
FBgn0029949,CG15035,X,-,7401698,7403174,101.019638,117.334099,164.877396
FBgn0265265,CG32727,X,+,7407208,7407854,74.017006,85.970596,120.805534
FBgn0259098,CG42246,X,-,7411267,7411906,0.778547,1.350579,1.897828
FBgn0261615,CG42704,X,+,7412668,7413296,0,0,0
FBgn0262828,lncRNA:CR43199,X,+,7450383,7452199,2.803571,6.25333,8.787154
FBgn0040923,CG11368,X,+,7452209,7452643,1.240997,1.441415,2.025471
FBgn0262827,CG43198,X,-,7452694,7453336,4.237288,4.921601,6.915814
FBgn0267090,lncRNA:CR45534,X,+,7487552,7488336,0.745223,0.865575,1.216302
FBgn0262967,lncRNA:CR43278,X,-,7488953,7493276,102.911987,146.064331,205.249023
FBgn0262968,lncRNA:CR43279,X,+,7494544,7495497,9.63937,11.199883,15.738031
FBgn0264383,lncRNA:CR43835,X,+,7500443,7501383,11.580344,13.450545,18.900652
FBgn0052719,CG32719,X,-,7508651,7547992,27.850185,32.347931,45.455181
FBgn0262612,CG43138,X,+,7528304,7528796,46.131847,53.582043,75.293266
FBgn0052720,CG32720,X,-,7535625,7536959,41.677155,48.407928,68.022621
FBgn0265695,lncRNA:CR44502,X,-,7562905,7563485,0.771084,0.895612,1.258511
FBgn0029951,CG11369,X,+,7574290,7576767,98.393059,114.283325,160.590469
FBgn0029952,CG12689,X,-,7585303,7586131,211.75032,245.947556,345.604492
FBgn0004198,ct,X,+,7608428,7678859,0.699574,2.007937,2.821545
FBgn0029504,CHES-1-like,X,-,7682338,7709385,0.205806,0.628193,0.882734
FBgn0262979,lncRNA:CR43287,X,+,7707775,7708587,0.405817,0.471356,0.662347
FBgn0022786,Hira,X,+,7722119,7725917,4.119006,4.784217,6.722762
FBgn0027553,NELF-B,X,-,7725996,7728361,0.278077,0.322986,0.453858
FBgn0029957,CG12155,X,+,7728755,7731729,1.047619,1.216807,1.709853
FBgn0029958,Pdp,X,-,7731779,7734651,14.432258,16.763037,23.555351
FBgn0029959,Rab39,X,+,7734923,7736756,3.498578,4.063591,5.710141
FBgn0016041,Tom40,X,+,7736893,7739978,35.549896,46.247036,64.986145
FBgn0029961,Ir7a,X,+,7764982,7766826,0.137669,0.159902,0.224694
FBgn0052718,CG32718,X,+,7778205,7779370,43.191402,50.28759,70.663918
FBgn0029963,CG10920,X,-,7852481,7854244,96.251701,111.796143,157.09549
FBgn0029964,CG1409,X,+,7858173,7858794,64.922829,75.40773,105.962631
FBgn0000427,1-Dec,X,-,7867161,7873222,0.618752,1.101297,1.547539
FBgn0263590,asRNA:CR43615,X,+,7872827,7873640,6.498051,7.547472,10.605678
FBgn0029966,Ir7c,X,+,7874394,7876847,0,0,0
FBgn0259188,Ir7f,X,-,7881939,7884026,0,0,0
FBgn0029969,CG10932,X,-,7887130,7888785,1.905193,2.41564,3.394448
FBgn0029970,Nek2,X,-,7889066,7891646,0.058504,0.067952,0.095486
FBgn0029971,ND-MNLL,X,-,7893053,7893798,0,0,0
FBgn0266490,CG45089,X,-,7893053,7893798,29.565277,49.089798,68.980782
FBgn0040087,p115,X,+,7894031,7896991,0,0,0
FBgn0260447,CR11386,X,-,7897250,7897987,7.372927,8.563639,12.03359
FBgn0053222,CR33222,X,-,7898438,7901302,7.213804,9.308076,13.079672
FBgn0261592,RpS6,X,-,7899624,7901331,37.588284,54.208462,76.173508
FBgn0082924,snoRNA:Or-aca2,X,-,7901062,7901203,0,0,0
FBgn0010292,bys,X,+,7901880,7903643,3.848485,4.470007,6.281236
FBgn0029975,spidey,X,+,7908931,7911885,15.610264,18.131289,25.478012
FBgn0029976,snz,X,+,7912089,7918444,3.528762,5.067806,7.121262
FBgn0260858,Ykt6,X,+,7920409,7921966,10.130701,11.766788,16.534641
FBgn0029979,mahe,X,-,7922158,7931382,6.866228,10.449841,14.684075
FBgn0029980,CG10778,X,-,7931745,7933351,0,0,0
FBgn0004403,RpS14a,X,+,7933742,7934677,31.8661,44.909042,63.106003
FBgn0004404,RpS14b,X,+,7934898,7935792,26.103987,32.207962,45.258499
FBgn0260970,Ubr3,X,+,7935896,7953883,14.880589,17.316097,24.332508
FBgn0027280,l(1)G0193,X,-,7941478,7946908,4.411226,6.93954,9.751413
FBgn0029986,CG15332,X,-,7953852,7955990,2.432851,2.825752,3.970734
FBgn0029987,CG15330,X,+,7956064,7956702,32.949921,38.271263,53.778622
FBgn0003656,sws,X,-,7956820,7968236,62.46693,78.253983,109.962173
FBgn0267180,asRNA:CR45620,X,+,7959274,7960898,0.223619,0.259733,0.364976
FBgn0003447,sn,X,+,7964024,7986601,0.905087,4.864174,6.835118
FBgn0010329,Tbh,X,+,7995697,8027394,1.038004,1.236324,1.737277
FBgn0029989,CG15333,X,-,8019523,8021345,35.6791,41.4412,58.233006
FBgn0029990,CG2233,X,-,8035741,8037517,2.802027,3.254548,4.573278
FBgn0004656,fs(1)h,X,-,8037808,8061436,0.924578,1.719519,2.41626
FBgn0004657,mys,X,+,8061645,8070237,2.993658,4.591822,6.452409
FBgn0029992,Upf2,X,-,8070244,8075466,8.714061,10.121363,14.222499
FBgn0029993,CG1571,X,+,8075877,8078240,62.293785,72.354103,101.671684
FBgn0029994,Ldsdh1,X,-,8078350,8081605,4.526353,5.257349,7.387606
FBgn0029996,UbcE2H,X,-,8087544,8094064,2.274084,2.813842,3.954
FBgn0029997,CG2258,X,-,8094250,8102095,6.8911,14.082104,19.788115
FBgn0040319,Gclc,X,-,8102181,8116147,2.528657,10.481111,14.728014
FBgn0029999,CG1575,X,+,8117012,8119130,0.410099,0.476329,0.669336
FBgn0030000,CG2260,X,-,8119082,8121147,0.796906,0.925605,1.300656
FBgn0030001,cyr,X,-,8121280,8135713,0.558946,0.732812,1.029745
FBgn0030003,CG2116,X,+,8129812,8131783,1.439148,1.671567,2.34888
FBgn0030004,CG10958,X,+,8132285,8134967,58.185986,67.582901,94.967209
FBgn0030005,CG2120,X,+,8135824,8137046,0,0,0
FBgn0025800,Smox,X,-,8137041,8142279,5.059943,8.379194,11.774409
FBgn0030006,CG17982,X,-,8142550,8143835,6.251167,7.260717,10.20273
FBgn0030007,alpha-PheRS,X,-,8143904,8145602,2.177752,2.529454,3.554379
FBgn0030008,CG2129,X,+,8145839,8147855,1.290035,1.498373,2.105508
FBgn0030009,CG15336,X,+,8147949,8148705,1.879789,2.183371,3.068064
FBgn0030010,CG10959,X,+,8148783,8150686,3.77451,4.385666,6.16272
FBgn0030011,Gbeta5,X,-,8150731,8152275,0.766343,0.890106,1.250773
FBgn0030012,CG18262,X,+,8152948,8154533,2.473518,2.872986,4.037108
FBgn0265464,Traf6,X,-,8154599,8157386,0.47561,0.55242,0.776258
FBgn0030013,GIIIspla2,X,+,8157628,8159348,0.359041,0.417025,0.586002
FBgn0030014,CG15337,X,+,8160054,8161552,59.753754,69.403862,97.526016
FBgn0030015,CG10761,X,-,8161540,8162792,93.028839,108.052795,151.835358
FBgn0267096,lncRNA:CR45536,X,+,8163301,8163580,0.271429,0.315264,0.443008
FBgn0030016,Or7a,X,-,8164266,8165708,0,0,0
FBgn0030017,CG2278,X,-,8165833,8170266,0,0,0
FBgn0030018,slpr,X,-,8170229,8177185,3.625289,4.596316,6.458725
FBgn0261873,sdt,X,+,8178549,8240474,0.124436,0.521355,0.732605
FBgn0030025,CG2147,X,+,8240684,8241483,85.305634,99.082306,139.230057
FBgn0030026,sni,X,-,8241501,8244016,1.000027,1.161529,1.632176
FBgn0020653,Trxr-1,X,+,8242528,8248033,28.195116,68.166077,95.786697
FBgn0017566,ND-75,X,-,8248651,8251687,36.535309,43.55476,61.202976
FBgn0030027,CG1632,X,+,8252670,8272462,0,0,0
FBgn0030028,Corp,X,-,8269898,8271409,0,0,0
FBgn0030029,CG15343,X,-,8272324,8273806,0.664888,0.772266,1.085185
FBgn0030030,CG1636,X,+,8273412,8276450,4.122497,5.280371,7.419957
FBgn0015519,nAChRalpha3,X,-,8276200,8367169,0,0,0
FBgn0263778,lncRNA:CR43695,X,-,8324491,8325189,2.27897,2.647019,3.71958
FBgn0030033,CG1387,X,+,8385781,8389504,96.224312,111.764336,157.050781
FBgn0040928,CR15345,X,-,8397157,8398298,1.342857,1.559726,2.19172
FBgn0030034,CG10555,X,+,8398940,8404516,0.22552,0.261941,0.368078
FBgn0030035,PIG-T,X,-,8404535,8407263,9.137644,10.613354,14.913842
FBgn0262976,lawc,X,-,8408008,8411658,0.346723,0.570053,0.801036
FBgn0261793,Trf2,X,+,8409272,8433011,5.687921,7.803325,10.9652
FBgn0052712,CG32712,X,-,8433087,8433809,5.148334,5.979779,8.402761
FBgn0030037,Miga,X,-,8433923,8437820,9.927114,19.030579,26.741692
FBgn0030038,CG1440,X,+,8437057,8441264,59.46764,86.244873,121.190948
FBgn0030039,CG12123,X,-,8441247,8442348,54.020428,62.744614,88.168472
FBgn0021767,org-1,X,-,8447691,8455069,0,0,0
FBgn0052713,CG32713,X,-,8456837,8457632,136.650879,179.461472,252.178528
FBgn0030040,CG15347,X,-,8458494,8460898,13.354339,16.205856,22.772404
FBgn0023506,Es2,X,+,8461479,8463349,21.528055,25.004791,35.136631
FBgn0014032,Sptr,X,-,8463296,8464438,0,0,0
FBgn0053223,CG33223,X,-,8465690,8483885,49.031448,92.078682,129.388596
FBgn0030041,CG12116,X,-,8467443,8469012,0.232484,0.27003,0.379445
FBgn0014464,Cp7Fa,X,+,8470888,8473087,0,0,0
FBgn0014465,Cp7Fb,X,+,8473837,8476071,0,0,0
FBgn0014466,Cp7Fc,X,+,8477117,8478320,0,0,0
FBgn0000359,Cp36,X,+,8479319,8480523,0,0,0
FBgn0000360,Cp38,X,+,8481837,8483311,0,0,0
FBgn0003023,otu,X,-,8485008,8489535,0.639474,0.783769,1.10135
FBgn0053181,CG33181,X,+,8489348,8517029,1.018659,7.127539,10.015589
FBgn0264975,Nrg,X,+,8517373,8555170,1.395207,7.060376,9.921212
FBgn0024943,PIP82,X,-,8525387,8529698,0,0,0
FBgn0026679,IntS4,X,-,8555239,8558781,0.717253,0.833088,1.170652
FBgn0030048,CG12112,X,-,8558879,8560192,1.785139,2.084504,2.929137
FBgn0030049,Trf4-1,X,+,8560322,8570159,0.609568,0.919106,1.291524
FBgn0267914,asRNA:CR46195,X,-,8564408,8565178,1.707635,1.983415,2.787086
FBgn0030050,CG12111,X,-,8570208,8570948,87.650368,108.904694,153.032425
FBgn0030051,spirit,X,-,8571099,8573593,0.868961,1.047897,1.4725
FBgn0030052,CG12065,X,+,8574306,8588528,1.45422,1.706755,2.398325
FBgn0030053,CG12081,X,+,8588811,8590774,0,0,0
FBgn0040929,CG12659,X,-,8590775,8591729,1.96875,2.286699,3.21326
FBgn0025864,Crag,X,+,8592031,8602036,2.79003,3.330029,4.679344
FBgn0030054,Caf1-180,X,-,8602137,8606304,0,0,0
FBgn0004102,oc,X,-,8630159,8650681,1.319976,1.555991,2.186473
FBgn0030055,CG12772,X,+,8677063,8680912,2.120195,2.462602,3.460438
FBgn0030056,CG11284,X,+,8681252,8688760,0.855437,1.453591,2.042581
FBgn0030057,Ppt1,X,-,8688627,8690227,2.201928,2.884636,4.053478
FBgn0027864,Ogg1,X,+,8690327,8691811,0.671002,0.779367,1.095164
FBgn0030058,CG11294,X,-,8691820,8693620,21.22928,29.806341,41.883751
FBgn0041629,Hexo2,X,+,8709652,8712478,1.393925,1.619041,2.27507
FBgn0030060,CG2004,X,-,8712472,8714924,1.872781,2.923373,4.107912
FBgn0030061,CG1785,X,+,8714936,8717065,1.141645,1.326018,1.863315
FBgn0027330,l(1)G0020,X,-,8716713,8720277,0,0,0
FBgn0030063,CG1789,X,+,8720520,8721503,1.162791,1.350579,1.897828
FBgn0262989,lncRNA:CR43297,X,+,8724674,8725901,12.524261,14.546903,20.441248
FBgn0026411,Lim1,X,-,8756539,8805804,0.331319,0.564451,0.793164
FBgn0267097,lncRNA:CR45537,X,+,8835306,8836724,2.191684,2.545636,3.577118
FBgn0030065,CG12075,X,+,8838323,8872774,0.036416,0.167013,0.234686
FBgn0011661,Moe,X,-,8873012,8898332,2.182051,7.284257,10.235808
FBgn0030066,CG1885,X,-,8898554,8900264,6.079486,9.830676,13.814027
FBgn0030067,Rbm13,X,+,8901699,8903761,1.601303,1.85991,2.613538
FBgn0011586,e(r),X,-,8904144,8906248,4.092472,5.806648,8.159479
FBgn0261549,rdgA,X,+,8907068,9029476,0.015513,0.181202,0.254624
FBgn0264942,lncRNA:CR44111,X,-,8919640,8920467,1.474504,1.712633,2.406585
FBgn0030071,CG12661,X,-,8922888,8923687,5.8225,10.464714,14.704973
FBgn0262900,CG43255,X,+,8923960,8924449,0,0,0
FBgn0263519,mir-4964,X,+,8965801,8965912,0,0,0
FBgn0030073,CG10962,X,-,8972908,8974255,0,0,0
FBgn0264384,lncRNA:CR43836,X,-,8972908,9048991,0,0,0
FBgn0030074,CG12662,X,-,8983634,8984190,0.136445,0.158481,0.222696
FBgn0262369,mir-31b,X,-,8993305,8993431,0,0,0
FBgn0259734,Nost,X,+,9030205,9054575,1.025377,2.584508,3.63174
FBgn0030077,CG15365,X,-,9054698,9067983,0,0,0
FBgn0030078,CG10970,X,-,9069599,9071408,12.288398,43.860844,61.63308
FBgn0267098,asRNA:CR45538,X,+,9069741,9070087,0,0,0
FBgn0265413,CG44325,X,-,9070318,9078499,1.094449,13.350172,18.759607
FBgn0030081,CG7246,X,-,9078823,9081057,0.872247,1.013113,1.423622
FBgn0030082,HP1b,X,+,9081063,9082746,0,0,0
FBgn0052707,APC4,X,+,9082931,9085867,3.29423,3.838785,5.394246
FBgn0052708,CG32708,X,+,9085932,9086864,6.058479,7.03691,9.888238
FBgn0052706,CG32706,X,+,9087129,9088073,5.713809,6.636577,9.325691
FBgn0030085,CG6999,X,+,9088367,9089314,5.48719,6.37336,8.955819
FBgn0030086,CCT2,X,+,9089513,9092826,10.764262,12.502667,17.568697
FBgn0262421,mir-13b-2,X,+,9091230,9091299,0,0,0
FBgn0030087,CG7766,X,-,9093612,9103739,3.291675,3.975548,5.586424
FBgn0004856,Bx42,X,-,9103870,9106604,0,0,0
FBgn0030088,Arfrp1,X,+,9107069,9108354,13.858311,16.096399,22.618593
FBgn0030089,AP-1gamma,X,+,9108691,9117744,1.848622,2.818286,3.960244
FBgn0030090,fend,X,-,9121973,9135099,0.467368,0.542847,0.762806
FBgn0265710,lncRNA:CR44517,X,-,9140242,9141965,0,0,0
FBgn0030091,CG7065,X,+,9142493,9147894,1.055074,1.225466,1.72202
FBgn0030092,fh,X,-,9148080,9149071,10.209101,11.857849,16.662601
FBgn0030093,Bap111,X,+,9149309,9151976,40.179161,46.668007,65.577698
FBgn0004828,His3.3B,X,-,9152523,9156669,15.179079,44.334515,62.298679
FBgn0014868,Ost48,X,-,9156929,9158515,13.403833,15.568523,21.876825
FBgn0040467,Dlip1,X,+,9158622,9159375,12.197408,14.208687,19.965988
FBgn0040931,CG9034,X,-,9159514,9160052,33.64241,48.692635,68.422699
FBgn0030096,Zpr1,X,-,9160124,9162090,6.969239,8.094756,11.374719
FBgn0265725,CG44532,X,+,9162092,9163153,0,0,0
FBgn0026206,mei-P26,X,+,9163255,9189309,5.685086,26.815201,37.680611
FBgn0030099,CG12056,X,+,9192669,9193620,3.344538,3.884674,5.458728
FBgn0030100,CG12106,X,+,9193898,9195333,1.244738,1.44576,2.031577
FBgn0030101,CG12118,X,-,9194750,9196414,137.511108,160.879501,226.067215
FBgn0086450,su(r),X,-,9196808,9201820,1.985878,2.306593,3.241215
FBgn0030102,SmydA-9,X,-,9206126,9210887,0,0,0
FBgn0030104,CG15368,X,+,9215785,9216540,65.837303,76.469887,107.455177
FBgn0086367,t,X,-,9217655,9223257,3.543291,4.980491,6.998566
FBgn0030107,CG15370,X,+,9225437,9226688,0.115016,0.133591,0.187721
FBgn0030108,Gr8a,X,+,9227137,9228827,0,0,0
FBgn0030109,CG12121,X,-,9228796,9232378,11.29824,13.122881,18.44022
FBgn0260789,mxc,X,-,9236801,9243467,0.256053,0.297405,0.417912
FBgn0260771,Larp7,X,+,9243817,9245925,1.387994,1.612152,2.265389
FBgn0000077,amx,X,-,9245915,9247336,0.887482,1.210413,1.700868
FBgn0010269,Dsor1,X,+,9247342,9250037,0.816009,0.947793,1.331834
FBgn0030114,CG17754,X,+,9250420,9255953,16.07185,26.723213,37.55135
FBgn0028292,ric8a,X,+,9256168,9259202,4.311887,5.008247,7.037569
FBgn0030116,CR17438,X,-,9259218,9260522,41.661747,48.39003,67.997475
FBgn0030117,ric8b,X,+,9260697,9261332,1.954022,2.269593,3.189222
FBgn0052703,Erk7,X,-,9261376,9267698,94.886101,123.509727,173.555359
FBgn0030120,CG17440,X,-,9268438,9269925,8.373077,9.725311,13.665969
FBgn0030121,Cfp1,X,-,9270434,9272960,1.18178,1.372635,1.928821
