id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0039829,CG15561,62835,P{TRiP.HMJ23925}attP40,Screened,,19,17,12,12,24,23,38,37,,No,Predicted to have nucleic acid binding activity,No,,,,,,http://flybase.org/reports/FBgn0039829,"Original ""core"""
FBgn0037986,CG14736,v109020,P{KK111645}VIE-260B,Screened,,26,25,29,28,28,28,30,27,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0037986,"Original ""core"""
FBgn0026616,alpha-Man-IIb,v108043,P{KK106563}VIE-260B,Screened,,30,28,26,26,26,25,30,28,,No,Mannosidase,No ,Mouse infertility 2/2 (Man2a2). Defective adhesion between somatic and germ cells (https://www.ncbi.nlm.nih.gov/pubmed/12417422),,,E,,http://flybase.org/reports/FBgn0026616,"Original ""pool"""
FBgn0037220,CG14641,v38790,P{GD8388}v38790,Screened,,29,25,32,32,30,29,26,26,,No,Precatalytic and catalytic step 2 spliceosome binding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0037220,"Original ""pool"""
FBgn0034795,MED23,52871,P{TRiP.HMC03609}attP40,Screened,,25,25,30,30,27,26,30,26,,No,Mediator complex subunit 23,No ,,,,,,http://flybase.org/reports/FBgn0034795,"Original ""pool"""
FBgn0033528,trsn,v108456,P{KK108391}VIE-260B,Screened,,29,27,31,29,30,29,25,25,,No,Endoribonuclease,Yes ,,,,,,http://flybase.org/reports/FBgn0033528,"Original ""pool"""
FBgn0036836,CG11619,65366,P{TRiP.HMC06118}attP40,Screened,,26,26,20,20,33,29,22,21,,No,Glycerophosphocholine phosphodiesterase,No,,,,,,http://flybase.org/reports/FBgn0036836,"Original ""core"""
FBgn0001197,His2Av,28966,P{TRiP.HM05177}attP2,Screened,,30,25,25,25,25,25,31,31,,"Yes. Required for male germ line stem cell maintenance, but not for differentiation (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003903)",Histone H2A variant,Yes ,,,D,,,http://flybase.org/reports/FBgn0001197,"Original ""pool"""
FBgn0034688,CG11474,v108555,P{KK100776}VIE-260B,Screened,,24,23,30,29,22,20,25,25,,No,Protein carboxyl O-methyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0034688,"Original ""pool"""
FBgn0039581,Moca-cyp,56875,P{TRiP.HMC04385}attP40,Screened,,28,26,25,25,27,27,32,29,,No,Peptidyl-prolyl cis-trans isomerase,No,,,,,,http://flybase.org/reports/FBgn0039581,"Original ""pool"""
FBgn0022935,D19A,33371,P{TRiP.HMS00244}attP2,Screened,Heterozygous - missense (19 DM genes),25,25,15,14,34,33,29,27,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0022935,"Original ""pool"""
FBgn0032017,CG7810,v22565,P{KK109968}VIE-260B,Screened,,17,17,30,28,29,28,16,15,,No,Zinc finger C2H2 transcription factor,Yes ,,,,,,http://flybase.org/reports/FBgn0032017,"Original ""pool"""
FBgn0037297,CG1116,v104878,P{KK107829}VIE-260B,Screened,,34,32,27,26,15,14,30,30,,No,Predicted Rab GTPase binding activity,No ,,,,,,http://flybase.org/reports/FBgn0037297,"Original ""pool"""
FBgn0032517,CG7099,v27848,P{GD12130}v27848,Screened,,18,18,21,19,15,15,15,14,,No,Predicted  RNA polymerase III general transcription initiation factor activity,Yes ,,,,,,http://flybase.org/reports/FBgn0032517,"Original ""pool"""
FBgn0022699,D19B,51166,P{TRiP.HMJ03125}attP40,Screened,Heterozygous - missense (19 DM genes),25,25,9,9,25,23,25,23,,No,Predicted to have DNA binding and DNA-binding transcription factor activity,No,,,,,,http://flybase.org/reports/FBgn0022699,"Original ""core"""
FBgn0010531,Ccs,62919,P{TRiP.HMJ24159}attP40,Screened,,26,26,25,22,25,25,25,24,,No,Protein required for the proper superoxide dismutase function of Sod1,No ,,,,,,http://flybase.org/reports/FBgn0010531,"Original ""pool"""
FBgn0028292,ric8a,v41602,P{GD9124}v41602,Screened,,26,26,25,25,25,22,27,26,,No,Guanine nucleotide-exchange factor,Yes,,,,,,http://flybase.org/reports/FBgn0028292,"Original ""pool"""
FBgn0037379,CG10979,v16145,P{GD7154}v16145,Screened,,27,26,25,22,25,25,32,32,,No,Predicted nucleic acid binding,Yes ,,,,,,http://flybase.org/reports/FBgn0037379,"Original ""pool"""
FBgn0028897,CG4935,64512,P{TRiP.HMC05530}attP40,Screened,,25,23,26,25,25,25,26,25,,No,Predicted molecular adaptor activity,No ,,,,,,http://flybase.org/reports/FBgn0028897,"Original ""pool"""
FBgn0010280,Taf4,v12600,P{GD4090}v12600,Screened,,25,23,26,24,34,34,27,27,,No,Part of the basal transcription factor TFIIID.,Yes,Human infertility (TAF4B). Azoospermia (https://jmg.bmj.com/content/51/4/239).,,,,G,http://flybase.org/reports/FBgn0010280,"Original ""pool"""
FBgn0016059,Sema1b,v107233,P{KK104666}VIE-260B,Screened,,28,27,25,23,26,26,27,26,,No,Semaphorin 1b,Yes ,,,,,,http://flybase.org/reports/FBgn0016059,"Original ""pool"""
FBgn0019932,SamDC,v101753,P{KK109424}VIE-260B,Screened,,22,21,29,29,28,27,28,26,,No,Adenosylmethionine decarboxylase,No ,,,,,,http://flybase.org/reports/FBgn0019932,"Original ""pool"""
FBgn0032373,Vha100-5,31723,P{TRiP.HM04032}attP2,Screened,,22,21,30,28,25,24,30,30,,No,Vacuolar H+ ATPase 100kD subunit 5,No ,,,,,,http://flybase.org/reports/FBgn0032373,"Original ""pool"""
FBgn0024291,Sirt1,32481,P{TRiP.HMS00484}attP2,Screened,,24,23,21,21,28,26,26,25,,No,Histone deacetylase,Yes,"Mouse infertility (Sirt1). Meiotic defects, but germ cell-independent (https://www.ncbi.nlm.nih.gov/pubmed/18987333)",,,H,,http://flybase.org/reports/FBgn0024291,"Original ""pool"""
FBgn0260945,Atg1,35177,P{TRiP.GL00047}attP2,Screened,,20,17,23,23,19,19,25,25,,No,Protein serine/threonine kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0260945,"Original ""pool"""
FBgn0034585,Rbpn-5,v26368,P{GD11194}v26368,Screened,,23,22,20,19,18,17,22,22,,No,Rab GTPase binding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0034585,"Original ""pool"""
FBgn0259482,Mob3,v21551,P{GD10532}v21551,Screened,,26,23,27,27,30,29,28,28,,No,MOB kinase activator 3,Yes,,,,,,http://flybase.org/reports/FBgn0259482,"Original ""pool"""
FBgn0032813,PCNA2,v37672,P{GD4432}v37672,Screened,,28,28,27,26,27,24,30,30,,No,Proliferating cell nuclear antigen 2,Yes,,,,,,http://flybase.org/reports/FBgn0032813,"Original ""pool"""
FBgn0051211,CG31211,v33787 - lost stock,P{GD10193}v33787,Screened,,25,25,28,28,27,23,32,32,,No,Unknown (predicted to localize to nuclear speck and presynaptic active zone),No,,,,,,http://flybase.org/reports/FBgn0051211,"Original ""pool"""
FBgn0038721,subdued,v108953,P{KK102353}VIE-260B,Screened,,29,28,26,26,30,29,25,23,,Presumably yes. Partial sterility (http://www.jbc.org/content/290/4/2521.full),Chloride ion channel,Yes ,,,G,,,http://flybase.org/reports/FBgn0038721,"Original ""pool"""
FBgn0033273,Gasz,v13761,P{GD1869}v13761,Screened,,26,26,27,24,28,28,30,29,,No,Essential factor for primary piRNA biogenesis,Yes,Mouse infertility. Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2727916/),,,A,,http://flybase.org/reports/FBgn0033273,"Original ""pool"""
FBgn0016970,l(2)k10201,57548,P{TRiP.HMC04865}attP40,Screened,,30,29,26,24,31,30,25,25,,No,Predicted nucleic acid binding,No ,,,,,,http://flybase.org/reports/FBgn0016970,"Original ""pool"""
FBgn0028892,CG4161,v26401,P{GD11233}v26401,Screened,,23,23,33,31,25,23,25,25,,No,Predicted phosphatase and carboxyl O-methyltransferase activity,Yes,,,,,,http://flybase.org/reports/FBgn0028892,"Original ""core"""
FBgn0000370,crc,v2934,P{GD1407}v2934,Screened,,29,29,25,25,25,24,30,27,,No,Member of the CREB/ATF family of basic-leucine zipper transcription factors,Yes ,Mouse infertility (Atf4). Due to defect in the genital ducts (https://watermark.silverchair.com/biolreprod0371.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAApQwggKQBgkqhkiG9w0BBwagggKBMIICfQIBADCCAnYGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMkbA44JVb2TQoUYJ1AgEQgIICRyGv-dm9L5_yedAXmX9oR2_lRfiCVi6hHfEOv5G3jTjYIEhtbCGh5rP0cgnKSUFlHtw_R52S0KJX90O2SPc42nZExMYK548dz_Jki6DDGT0RGRJvyEMZ3C9Z0mXTBRWQvyyDKzae9EY9X3-af0ewe0iQrAJONg4TUoKr3RWSbkGibnsMNWbEH8Jeu1f53SosHloxwzJvKQX5yvrL8CL9i5eQn2L72JXYGrIdCMPwc8qHaaz88IXe5PYk71C04TotrlyMKQObdViB9dx94tuHzpodEjB3gJKCN3_-UC0mlvYXycsDzc36myYAMXgRS1IkRa59-IYu2Hsp-xCrNsy35OeSFs-pdfHqirPztVC2c3B7pKZRP-FXWwbwMgkVhXfmLxvq880qnC6uPywrBafizXPr312R4RHvxOTEMb1LCDFTmq5ZsO6eLJIzol7KqW7vmS2hcs-x9LdXlDc0AEmmqvedJmYSU_LcbHNkN1o5HmG2U2L6-esbXHMO-JSmx3IWN-Zn7Evui69UexammzTzU5rGUDRBfENCNTgL6ad88qrWu120Bet6W3YJ2RuAEa7BGgVepr7LEWJ-p4MApuietIxmBgPtLO2oQOQwBI2iiYq3slk6DiaUXaC0p-oqptdpmp5LzqQcnDPM8eHxauUrEvunnKbWxqmP0MQbVDj4LVQyW7Jxh9ntBHPrAiPVsD5SV-msgrQVjdEwXDGzGp4dGGa3rMejNx8qX0yZSwTthxTJ4uNEM6tQDnJ1m2bEIBOvhaUAthJur0Y),,,H,,http://flybase.org/reports/FBgn0000370,"Original ""pool"""
FBgn0035842,CG7504,v28050,P{GD12257}v28050,Screened,,20,18,25,25,21,21,25,24,,No,Predicted RNA binding and transcription termination site sequence-specific DNA binding,Yes ,Mouse infertility (Setx). Crossing-over defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003435),,,A,,http://flybase.org/reports/FBgn0035842,"Original ""pool"""
FBgn0085444,mute,v25074,P{GD9073}v25074,Screened,,25,24,27,27,31,28,28,28,,No,Component of the histone locus body,Yes,,,,,,http://flybase.org/reports/FBgn0085444,"Original ""pool"""
FBgn0030055,CG12772,v46140,P{GD7826}v46140,Screened,,28,27,33,31,26,26,25,24,,No,Predicted to be involved in negative regulation of autophagy,Yes,,,,,,http://flybase.org/reports/FBgn0030055,"Original ""core"""
FBgn0039420,CG6154,v23008,P{GD12810}v23008,Screened,Heterozygous - splice var; missense (3 DM genes),30,26,27,27,27,27,26,26,,No,Beta-lactamase,No ,,,,,,http://flybase.org/reports/FBgn0039420,"Original ""pool"""
FBgn0036386,CG8833,v36409,P{GD14612}v36409,Screened,,26,26,28,28,27,26,32,29,,Yes. Early germ cell defects (https://www.genetics.org/content/167/2/707),Precatalytic and catalytic step 2 spliceosome binding protein,Yes,,,D,,,http://flybase.org/reports/FBgn0036386,"Original ""pool"""
FBgn0031144,CG1529,60094,P{TRiP.HMC05088}attP40,Screened,Heterozygous - missense (19 DM genes),25,25,16,15,30,28,25,25,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0031144,"Original ""pool"""
FBgn0033248,Dic3,v36497,P{GD14764}v36497,Screened,,21,20,27,27,27,25,26,26,,No,Dicarboxylate carrier 3 ,Yes,,,,,,http://flybase.org/reports/FBgn0033248,"Original ""core"""
FBgn0037203,slif,v110425,P{KK101643}VIE-260B,Screened,,23,23,30,30,25,23,25,24,,No,Basic amino acid transmembrane transporter activity,Yes,,,,,,http://flybase.org/reports/FBgn0037203,"Original ""core"""
FBgn0051523,CG31523,v45226,P{GD4631}v45226,Screened,,25,23,26,25,26,26,27,27,,No,Predicted to have fatty acid elongase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0051523,"Original ""pool"""
FBgn0053087,LRP1,31151,P{TRiP.JF01628}attP2,Screened,,37,36,21,21,22,20,26,26,,No,Predicted calcium ion binding,No ,,,,,,http://flybase.org/reports/FBgn0053087,"Original ""pool"""
FBgn0051294,CG31294,v105842,P{KK110725}VIE-260B,Screened,,25,23,27,27,27,26,30,30,,No,Unknown ,No,Human PCD (https://pubmed.ncbi.nlm.nih.gov/31978331/),,,,C,http://flybase.org/reports/FBgn0051294,"Original ""core"""
FBgn0030008,CG2129,57423,P{TRiP.HMC04730}attP40,Screened,Heterozygous - missense (19 DM genes),27,27,25,24,27,26,25,24,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0030008,"Original ""pool"""
FBgn0036662,CG9706,v49346,P{GD4617}v49346,Screened,,27,26,25,24,25,24,26,26,,No,Predicted to have solute:proton symporter activity,Yes,,,,,,http://flybase.org/reports/FBgn0036662,"Original ""pool"""
FBgn0062442,Cisd2,33749,P{TRiP.HMS01088}attP2,Screened,,25,25,25,25,26,23,28,28,,No,"Predicted 2 iron, 2 sulfur cluster binding",No ,,,,,,http://flybase.org/reports/FBgn0062442,"Original ""pool"""
FBgn0027580,PCB,v41577,P{GD8931}v41577,Screened,,27,27,26,25,26,24,25,25,,No,Pyruvate carboxylase,Yes,,,,,,http://flybase.org/reports/FBgn0027580,"Original ""pool"""
FBgn0016075,vkg,50895,P{TRiP.HMC02400}attP2,Screened,,22,22,28,27,25,24,26,25,,No,Subunit of Collagen IV,Yes,,,,,,http://flybase.org/reports/FBgn0016075,"Original ""core"""
FBgn0029911,CG14435,v17600,P{GD8324}v17600,Screened,,26,26,27,26,26,24,29,29,,No,Predicted ubiquitin-protein transferase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0029911,"Original ""pool"""
FBgn0011586,e(r),v13360,P{GD5043}v13360,Screened,,27,26,29,28,25,24,35,35,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0011586,"Original ""pool"""
FBgn0030620,CG5662,v102645,P{KK103667}VIE-260B,Screened,,29,29,25,24,27,27,28,26,,No,Predicted to be involved in protein targeting to mitochondrion,No ,,,,,,http://flybase.org/reports/FBgn0030620,"Original ""pool"""
FBgn0000274,Pka-C2,v30658,P{GD4649}v30658,Screened,,25,25,26,24,29,28,29,29,,No,cAMP-dependent protein kinase,Yes,Mouse infertility 3/3 (for Prkaca). Slight reduction of sperm counts and motility defects (https://academic.oup.com/mend/article/16/3/630/2741756),,,C,,http://flybase.org/reports/FBgn0000274,"Original ""pool"""
FBgn0024555,flfl,v24143,P{GD14196}v24143,Screened,,26,24,28,28,29,28,27,27,,No,Regulatory 3 subunit of protein phosphatase 4 (PP4),Yes ,,,,,,http://flybase.org/reports/FBgn0024555,"Original ""pool"""
FBgn0022338,dnk,v39137,P{GD15092}v39137,Screened,,30,30,27,24,31,31,25,25,,No,Deoxyribonucleoside kinase ,Yes,,,,,,http://flybase.org/reports/FBgn0022338,"Original ""pool"""
FBgn0033038,CG7791,v35272,P{GD12285}v35272,Screened,,26,25,25,24,28,28,31,30,,No,Predicted to have metalloendopeptidase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0033038,"Original ""pool"""
FBgn0016078,wun,v6446,P{GD1640}v6446,Screened,,30,30,25,24,30,30,30,28,,Yes. Early germ cell migration defects (https://www.nature.com/articles/385064a0),Lipid phosphate phosphatase,Yes,,,D,,,http://flybase.org/reports/FBgn0016078,"Original ""core"""
FBgn0031047,Rcd-1,v32105,P{GD8260}v32105,Screened,,25,25,28,27,30,30,29,27,,Yes. Spermatogonial overgrowth (https://www.sciencedirect.com/science/article/pii/S1673852717300176?via%3Dihub).,Involved in mRNA catabolic process and negative regulation of translatio,Yes ,,,D,,,http://flybase.org/reports/FBgn0031047,"Original ""pool"""
FBgn0037090,Est-Q,v8146,P{GD3516}v8146,Screened,,28,28,27,26,30,30,30,28,,No,Carboxylic ester hydrolase,No,,,,,,http://flybase.org/reports/FBgn0037090,"Original ""core"""
FBgn0083956,CG34120,38356,P{TRiP.HMS01824}attP40,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),9,9,27,27,29,26,30,30,,No,Adenosinetriphosphatase ,No,Mouse infertility 10/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,,,G,,http://flybase.org/reports/FBgn0083956,"Original ""core"""
FBgn0001089,Gal,50680,P{TRiP.HMC03081}attP2,Screened,Heterozygous - missense (multiple; 2 DM genes),16,15,28,28,25,25,25,24,,No,β galactosidase,No ,,,,,,http://flybase.org/reports/FBgn0001089,"Original ""pool"""
FBgn0029512,Aos1,v18528,P{GD8542}v18528,Screened,,30,28,28,27,28,28,15,15,,No,Activator of SUMO 1,Yes ,,,,,,http://flybase.org/reports/FBgn0029512,"Original ""pool"""
FBgn0039744,Rpp14b,63580,P{TRiP.HMJ30147}attP40,Screened,,25,25,15,15,23,22,17,16,,No,Predicted to contribute to ribonuclease P activity,No,,,,,,http://flybase.org/reports/FBgn0039744,"Original ""core"""
FBgn0015622,Cnx99A,v100740,P{KK108301}VIE-260B,Screened,,30,27,28,28,25,25,22,22,,No,Endoplasmic reticulum chaperone,Yes ,Mouse infertility 3/3 (Clgn). Defective sperm migration and interaction with the egg (http://www.jbc.org/content/286/7/5639.full),,,C,,http://flybase.org/reports/FBgn0015622,"Original ""pool"""
FBgn0035402,Usp5,31886,P{TRiP.JF02163}attP2,Screened,,31,31,26,26,30,27,25,25,,No,Ubiquitin specific protease 5,Yes ,,,,,,http://flybase.org/reports/FBgn0035402,"Original ""pool"""
FBgn0029152,Mkrn1,v34373,P{GD10767}v34373,Screened,,28,27,30,30,25,25,16,15,,No,Predicted to be involved in protein polyubiquitination,Yes,,,,,,http://flybase.org/reports/FBgn0029152,"Original ""pool"""
FBgn0036052,CG10809,v38407,P{GD7097}v38407,Screened,,31,29,30,30,30,29,27,27,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0036052,"Original ""pool"""
FBgn0038122,CG8138,v107293,P{KK107605}VIE-260B,Screened,,26,26,25,25,20,19,24,23,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0038122,"Original ""core"""
FBgn0029993,CG1571,63642,P{TRiP.HMJ30209}attP40,Screened,,25,25,11,10,29,29,29,29,,No,Predicted to contribute to ATP-dependent microtubule motor activity,No ,Human infertility (DNAI2). PCD (https://www.sciencedirect.com/science/article/pii/S000292970800534X?via%3Dihub),,,,C,http://flybase.org/reports/FBgn0029993,"Original ""pool"""
FBgn0010314,Cks30A,35156,P{TRiP.GL00024}attP2,Screened,,26,25,19,19,22,22,20,19,,No,Cyclin-dependent protein serine/threonine kinase activator,Yes ,Mouse infertility 1/2 (for Cks2). Meiotic defects (https://science.sciencemag.org/content/300/5619/647.long),,,A,,http://flybase.org/reports/FBgn0010314,"Original ""pool"""
FBgn0030768,Nemp,v37412,P{GD3395}v37412,Screened,,27,26,25,25,29,29,20,19,,Yes. Larval germ cell defects (https://www.science.org/doi/10.1126/sciadv.abb4591),Integral component of nuclear inner membrane,Yes,,,D,,,http://flybase.org/reports/FBgn0030768,"Original ""core"""
FBgn0036300,Pmm2,42956,P{TRiP.HMS02649}attP40,Screened,,16,16,22,21,30,30,26,25,,No,Predicted phosphomannomutase,Yes ,,,,,,http://flybase.org/reports/FBgn0036300,"Original ""pool"""
FBgn0035591,CG4611,v21898,P{GD11371}v21898,Screened,,25,24,26,26,31,31,23,22,,No,Predicted RNA binding,Yes ,,,,,,http://flybase.org/reports/FBgn0035591,"Original ""pool"""
FBgn0030581,CG14408,in-house line,M{IGCt.CG14408.attp}ZH-86Fb,Screened,,25,25,25,24,25,24,26,26,,No,Predicted to have protein kinase inhibitor activity,No,,,,,,http://flybase.org/reports/FBgn0030581,"Original ""pool"""
FBgn0010435,emp,53257,P{TRiP.GLC01817}attP2,Screened,,25,23,16,16,15,15,23,23,,No,Predicted to have scavenger receptor activity,Yes,,,,,,http://flybase.org/reports/FBgn0010435,"Original ""core"""
FBgn0001122,Galphao,v19124,P{GD8640}v19124,Screened,,24,24,25,23,27,27,25,25,,No,G protein α o subunit,Yes ,,,,,,http://flybase.org/reports/FBgn0001122,"Original ""pool"""
FBgn0036764,CG5535,v42583,P{GD2703}v42583,Screened,,26,26,27,27,25,23,26,26,,No,Predicted to have L-lysine transmembrane transporter activity,Yes ,,,,,,http://flybase.org/reports/FBgn0036764,"Original ""pool"""
FBgn0262739,AGO1,33727,P{TRiP.HMS00610}attP2,Screened,,15,15,24,23,28,27,25,25,,"Yes, but with somatic driver. Leads to crystals in spermatocytes but no reference to fertility defects (http://jcs.biologists.org/content/joces/128/11/2070.full.pdf)",Argonaute/Piwi family protein,Yes ,,,H,,,http://flybase.org/reports/FBgn0262739,"Original ""pool"""
FBgn0039859,Mnat9,35716,P{TRiP.GLV21081}attP2,Screened,,25,25,27,25,27,27,25,25,,No,Predicted to have transferase activity,No,,,,,,http://flybase.org/reports/FBgn0039859,"Original ""pool"""
FBgn0037490,CG10053,v17972,P{GD6848}v17972,Screened,,25,25,27,26,26,26,28,27,,No,Predicted nucleic acid binding,Yes,,,,,,http://flybase.org/reports/FBgn0037490,"Original ""pool"""
FBgn0045073,Stim,27263,P{TRiP.JF02567}attP2,Screened,,20,20,27,27,25,24,31,30,,No,Endomasplic reticulum-membrane protein ,Yes ,,,,,,http://flybase.org/reports/FBgn0045073,"Original ""pool"""
FBgn0030577,CG5334,v102765,P{KK112373}VIE-260B,Screened,,21,21,27,27,28,26,30,30,,No,Predicted to have ubiquitin-protein transferase and zinc ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0030577,"Original ""core"""
FBgn0030874,Spt7,42552,P{TRiP.HMJ02125}attP40,Screened,,30,30,25,24,25,25,36,35,,No,Subunit of the SAGA chromatin modifying complex,No,,,,,,http://flybase.org/reports/FBgn0030874,"Original ""core"""
FBgn0000567,Eip74EF,29353,P{TRiP.JF02515}attP2,Screened,,17,17,33,33,20,20,30,28,,No,Transcription factor,No,,,,,,http://flybase.org/reports/FBgn0000567,"Original ""core"""
FBgn0261260,mgl,v36389,P{GD14539}v36389,Screened,,19,19,24,24,30,28,28,28,,No,Predicted calcium ion binding,Yes,,,,,,http://flybase.org/reports/FBgn0261260,"Original ""core"""
FBgn0038723,CG6195,62520,P{TRiP.HMJ24064}attP40,Screened,Heterozygous - missense; frameshift,30,29,25,25,26,26,31,30,,No,Predicted GTP binding,No ,,,,,,http://flybase.org/reports/FBgn0038723,"Original ""pool"""
FBgn0035065,CG3589,v38154,P{GD5963}v38154,Screened,,32,31,28,28,30,29,24,24,,No,Predicted serine-type endopeptidase,No ,Mouse infertility (Tysnd1). Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3573110/),,,B,,http://flybase.org/reports/FBgn0035065,"Original ""pool"""
